"행정구역","2025년05월_계_총인구수","2025년05월_계_연령구간인구수","2025년05월_계_0~9세","2025년05월_계_10~19세","2025년05월_계_20~29세","2025년05월_계_30~39세","2025년05월_계_40~49세","2025년05월_계_50~59세","2025년05월_계_60~69세","2025년05월_계_70~79세","2025년05월_계_80~89세","2025년05월_계_90~99세","2025년05월_계_100세 이상"
"부산광역시 남구 (2629000000)","252,829","252,829","12,891","22,167","31,140","26,835","35,600","41,758","40,404","27,814","12,646","1,545","29"
"부산광역시 남구 대연제1동(2629051000)","15,182","15,182","246","945","3,788","1,643","1,513","2,166","2,116","1,739","930","95","1"
"부산광역시 남구 대연제3동(2629053000)","36,117","36,117","2,332","3,754","7,467","4,264","5,647","5,253","3,958","2,258","1,032","148","4"
"부산광역시 남구 대연제4동(2629054000)","13,858","13,858","1,047","1,056","1,061","1,986","2,119","1,993","2,145","1,582","762","106","1"
"부산광역시 남구 대연제5동(2629055000)","16,222","16,222","643","1,320","2,702","1,783","2,142","2,575","2,394","1,730","845","86","2"
"부산광역시 남구 대연제6동(2629056000)","15,736","15,736","1,387","1,885","1,501","1,920","2,775","2,478","1,905","1,287","522","73","3"
"부산광역시 남구 용호제1동(2629057000)","42,234","42,234","2,371","4,705","3,997","3,604","6,264","7,933","6,853","4,268","1,965","267","7"
"부산광역시 남구 용호제2동(2629058000)","19,193","19,193","1,265","1,942","1,587","2,045","3,068","3,043","3,200","2,131","786","126","0"
"부산광역시 남구 용호제3동(2629059000)","10,133","10,133","246","638","957","860","1,124","1,737","2,105","1,685","713","68","0"
"부산광역시 남구 용호제4동(2629060000)","7,574","7,574","270","524","687","731","1,060","1,287","1,457","1,086","411","58","3"
"부산광역시 남구 용당동(2629061000)","7,637","7,637","337","651","826","655","978","1,469","1,378","905","387","50","1"
"부산광역시 남구 감만제1동(2629062000)","7,730","7,730","291","589","687","783","1,030","1,389","1,544","990","391","35","1"
"부산광역시 남구 감만제2동(2629063000)","6,189","6,189","137","344","499","437","700","1,079","1,321","1,011","595","64","2"
"부산광역시 남구 우암동(2629064500)","11,811","11,811","354","786","909","934","1,413","1,925","2,551","2,000","834","104","1"
"부산광역시 남구 문현제1동(2629068000)","10,475","10,475","365","877","1,046","839","1,340","2,005","1,983","1,376","592","52","0"
"부산광역시 남구 문현제2동(2629069000)","8,195","8,195","299","344","1,098","1,445","1,046","1,143","1,283","923","537","75","2"
"부산광역시 남구 문현제3동(2629070000)","16,027","16,027","978","1,343","1,517","1,939","2,385","2,780","2,534","1,703","764","84","0"
"부산광역시 남구 문현제4동(2629071000)","8,516","8,516","323","464","811","967","996","1,503","1,677","1,140","580","54","1"
"부산광역시 북구 (2632000000)","265,237","265,237","13,971","20,344","26,473","31,624","34,586","46,479","51,821","27,548","10,886","1,473","32"
"부산광역시 북구 구포제1동(2632051000)","14,893","14,893","733","674","1,490","2,022","1,795","2,450","3,208","1,725","706","88","2"
"부산광역시 북구 구포제2동(2632052000)","22,900","22,900","842","1,512","2,354","2,618","2,867","4,190","4,921","2,553","929","109","5"
"부산광역시 북구 구포제3동(2632052100)","17,207","17,207","424","1,108","1,788","1,607","2,038","3,440","4,018","2,010","690","81","3"
"부산광역시 북구 금곡동(2632053000)","34,367","34,367","1,302","2,376","3,025","3,216","3,882","6,213","7,472","4,299","2,224","353","5"
"부산광역시 북구 화명제1동(2632054100)","38,975","38,975","2,975","4,075","4,194","4,970","5,623","7,050","6,691","2,517","771","106","3"
"부산광역시 북구 화명제2동(2632054200)","16,626","16,626","1,004","1,307","1,798","2,165","2,037","3,041","3,099","1,465","621","85","4"
"부산광역시 북구 화명제3동(2632054300)","27,917","27,917","1,748","3,269","3,228","3,053","4,124","5,423","3,940","2,058","954","118","2"
"부산광역시 북구 덕천제1동(2632055000)","13,300","13,300","654","574","1,330","2,068","1,521","2,049","2,596","1,697","715","95","1"
"부산광역시 북구 덕천제2동(2632056000)","10,746","10,746","241","452","1,242","1,313","1,182","1,844","2,384","1,416","577","92","3"
"부산광역시 북구 덕천제3동(2632056100)","9,536","9,536","228","541","965","950","1,130","1,597","2,035","1,396","612","82","0"
"부산광역시 북구 만덕제1동(2632057100)","15,993","15,993","1,334","995","1,226","2,681","2,468","2,171","2,932","1,610","527","49","0"
"부산광역시 북구 만덕제2동(2632057200)","25,750","25,750","1,751","2,257","2,284","3,135","3,743","4,170","4,711","2,680","889","128","2"
"부산광역시 북구 만덕제3동(2632057300)","17,027","17,027","735","1,204","1,549","1,826","2,176","2,841","3,814","2,122","671","87","2"
"부산광역시 해운대구 (2635000000)","374,321","374,321","21,028","34,946","36,880","41,042","56,394","66,558","62,315","36,421","16,400","2,280","57"
"부산광역시 해운대구 우제1동(2635051000)","23,669","23,669","1,301","1,864","2,485","3,044","3,605","4,070","3,747","2,394","1,005","151","3"
"부산광역시 해운대구 우제2동(2635052000)","29,671","29,671","2,277","3,154","2,732","3,291","4,739","5,333","4,368","2,488","1,116","168","5"
"부산광역시 해운대구 우제3동(2635052500)","27,874","27,874","2,331","3,262","2,260","2,736","4,831","4,680","4,246","2,368","996","156","8"
"부산광역시 해운대구 중제1동(2635053000)","27,098","27,098","1,808","2,532","2,902","3,292","4,452","4,921","3,877","2,137","1,063","111","3"
"부산광역시 해운대구 중제2동(2635054000)","15,148","15,148","990","1,200","1,282","1,867","2,473","2,644","2,674","1,409","524","81","4"
"부산광역시 해운대구 좌제1동(2635055100)","16,979","16,979","828","1,795","2,203","2,035","2,536","3,225","2,311","1,161","770","113","2"
"부산광역시 해운대구 좌제2동(2635055200)","29,962","29,962","1,423","2,477","3,828","4,199","4,224","5,363","4,730","2,316","1,193","203","6"
"부산광역시 해운대구 좌제3동(2635055300)","14,915","14,915","764","1,471","1,479","1,525","1,957","2,771","2,554","1,410","830","150","4"
"부산광역시 해운대구 좌제4동(2635055400)","21,703","21,703","1,313","2,579","2,307","2,293","3,296","4,096","3,288","1,538","861","128","4"
"부산광역시 해운대구 송정동(2635056000)","9,112","9,112","289","494","738","1,003","1,171","1,520","1,955","1,272","578","91","1"
"부산광역시 해운대구 반여제1동(2635057000)","35,295","35,295","2,365","3,836","3,639","3,911","5,463","6,543","5,362","2,867","1,128","178","3"
"부산광역시 해운대구 반여제2동(2635058000)","11,137","11,137","306","473","884","1,173","1,306","1,989","2,474","1,658","787","85","2"
"부산광역시 해운대구 반여제3동(2635059000)","7,296","7,296","108","297","592","607","746","1,326","1,793","1,177","576","73","1"
"부산광역시 해운대구 반여제4동(2635059500)","14,383","14,383","796","1,392","1,409","1,557","2,126","2,620","2,659","1,347","417","59","1"
"부산광역시 해운대구 반송제1동(2635061000)","11,733","11,733","185","474","990","851","1,174","2,114","2,631","2,080","1,117","114","3"
"부산광역시 해운대구 반송제2동(2635062000)","20,479","20,479","484","1,058","1,489","1,489","2,233","3,489","4,784","3,593","1,654","203","3"
"부산광역시 해운대구 재송제1동(2635065000)","36,232","36,232","2,839","4,985","3,512","3,873","7,083","5,946","4,391","2,603","889","110","1"
"부산광역시 해운대구 재송제2동(2635066000)","21,635","21,635","621","1,603","2,149","2,296","2,979","3,908","4,471","2,603","896","106","3"
"부산광역시 사하구 (2638000000)","290,088","290,088","13,423","22,990","30,577","31,249","40,039","50,038","54,285","32,757","13,031","1,655","44"
"부산광역시 사하구 괴정제1동(2638051000)","16,706","16,706","584","1,248","1,600","1,513","2,178","2,788","3,249","2,302","1,065","172","7"
"부산광역시 사하구 괴정제2동(2638052000)","14,621","14,621","728","1,211","1,356","1,531","2,041","2,416","2,572","1,951","725","89","1"
"부산광역시 사하구 괴정제3동(2638053000)","11,315","11,315","297","632","1,098","1,088","1,336","1,880","2,435","1,699","754","93","3"
"부산광역시 사하구 괴정제4동(2638054000)","14,646","14,646","1,038","1,361","1,284","1,666","2,364","2,300","2,367","1,608","583","75","0"
"부산광역시 사하구 당리동(2638055000)","23,422","23,422","882","1,955","2,282","2,285","3,189","4,006","4,656","2,875","1,131","159","2"
"부산광역시 사하구 하단제1동(2638056100)","20,690","20,690","761","1,444","2,967","2,751","2,732","3,324","3,640","2,139","821","107","4"
"부산광역시 사하구 하단제2동(2638056200)","25,177","25,177","948","1,865","5,193","3,164","3,077","3,882","3,860","2,193","898","93","4"
"부산광역시 사하구 신평제1동(2638057100)","15,103","15,103","729","974","1,191","1,532","2,084","2,722","3,159","1,893","755","61","3"
"부산광역시 사하구 신평제2동(2638057200)","16,774","16,774","977","1,323","1,692","2,287","2,402","2,940","3,101","1,488","485","78","1"
"부산광역시 사하구 장림제1동(2638058000)","13,150","13,150","1,046","1,174","1,067","1,845","2,348","2,134","1,935","1,170","388","42","1"
"부산광역시 사하구 장림제2동(2638059000)","24,919","24,919","1,073","2,156","2,544","2,770","3,605","4,535","4,691","2,568","890","84","3"
"부산광역시 사하구 다대제1동(2638060100)","35,153","35,153","1,679","3,380","3,270","3,123","5,073","6,706","6,569","3,631","1,512","205","5"
"부산광역시 사하구 다대제2동(2638060200)","24,863","24,863","1,019","1,987","2,286","2,061","3,147","4,720","5,303","2,948","1,210","178","4"
"부산광역시 사하구 구평동(2638061000)","12,226","12,226","1,116","992","1,048","1,932","2,031","1,937","1,891","960","285","34","0"
"부산광역시 사하구 감천제1동(2638062000)","16,310","16,310","481","1,141","1,376","1,377","1,953","2,859","3,708","2,350","953","110","2"
"부산광역시 사하구 감천제2동(2638063000)","5,013","5,013","65","147","323","324","479","889","1,149","982","576","75","4"
"부산광역시 금정구 (2641000000)","208,475","208,475","8,406","15,610","26,394","20,873","25,929","34,384","38,791","25,226","11,252","1,578","32"
"부산광역시 금정구 서제1동(2641051000)","4,156","4,156","29","114","279","314","443","726","1,094","724","387","45","1"
"부산광역시 금정구 서제2동(2641052000)","7,917","7,917","173","387","604","735","856","1,352","2,032","1,257","470","50","1"
"부산광역시 금정구 서제3동(2641053000)","9,763","9,763","184","383","762","827","991","1,698","2,485","1,622","744","65","2"
"부산광역시 금정구 금사회동동(2641055500)","6,815","6,815","139","270","465","589","716","1,122","1,785","1,230","463","35","1"
"부산광역시 금정구 부곡제1동(2641057000)","7,122","7,122","177","347","505","573","843","1,126","1,596","1,307","564","84","0"
"부산광역시 금정구 부곡제2동(2641058000)","16,591","16,591","650","1,358","2,249","1,692","2,184","2,922","2,803","1,771","845","114","3"
"부산광역시 금정구 부곡제3동(2641059000)","14,589","14,589","680","1,227","1,780","1,629","1,940","2,421","2,549","1,583","653","124","3"
"부산광역시 금정구 부곡제4동(2641059100)","11,401","11,401","339","614","1,076","1,114","1,333","1,956","2,420","1,777","691","78","3"
"부산광역시 금정구 장전제1동(2641060000)","17,779","17,779","567","1,268","6,206","1,836","1,833","2,017","1,979","1,358","618","94","3"
"부산광역시 금정구 장전제2동(2641061000)","26,128","26,128","2,059","2,640","2,970","3,180","4,419","3,843","3,383","2,328","1,130","174","2"
"부산광역시 금정구 선두구동(2641063500)","1,985","1,985","40","61","126","141","169","350","550","343","173","28","4"
"부산광역시 금정구 청룡노포동(2641066500)","9,081","9,081","335","610","787","786","930","1,540","1,905","1,414","664","108","2"
"부산광역시 금정구 남산동(2641067000)","25,672","25,672","603","1,575","3,496","2,455","2,629","4,618","5,209","3,284","1,597","205","1"
"부산광역시 금정구 구서제1동(2641068000)","18,214","18,214","912","1,772","1,838","1,974","2,597","3,256","3,136","1,839","783","106","1"
"부산광역시 금정구 구서제2동(2641069000)","30,361","30,361","1,498","2,882","3,191","2,982","3,923","5,301","5,656","3,253","1,417","253","5"
"부산광역시 금정구 금성동(2641070000)","901","901","21","102","60","46","123","136","209","136","53","15","0"
"부산광역시 강서구 (2644000000)","143,827","143,827","15,748","16,666","10,613","22,217","29,793","17,968","17,569","9,314","3,398","531","10"
"부산광역시 강서구 대저1동(2644051000)","5,544","5,544","113","202","335","474","501","827","1,480","1,065","486","60","1"
"부산광역시 강서구 대저2동(2644052000)","6,125","6,125","320","398","620","743","712","836","1,273","800","357","64","2"
"부산광역시 강서구 강동동(2644053000)","8,584","8,584","1,197","579","430","1,570","1,248","971","1,391","804","335","58","1"
"부산광역시 강서구 명지1동(2644053500)","54,269","54,269","7,924","6,837","3,815","10,508","12,713","5,307","4,368","2,096","604","94","3"
"부산광역시 강서구 명지2동(2644054500)","29,736","29,736","3,304","5,139","2,325","3,282","7,031","4,166","2,787","1,274","363","64","1"
"부산광역시 강서구 가락동(2644055000)","2,046","2,046","17","50","87","134","170","312","571","436","234","35","0"
"부산광역시 강서구 녹산동(2644056000)","17,553","17,553","1,541","1,513","1,374","3,003","3,670","2,426","2,295","1,180","476","75","0"
"부산광역시 강서구 가덕도동(2644058000)","4,270","4,270","104","121","279","398","463","753","1,192","656","260","43","1"
"부산광역시 강서구 신호동(2644059000)","15,700","15,700","1,228","1,827","1,348","2,105","3,285","2,370","2,212","1,003","283","38","1"
"부산광역시 연제구 (2647000000)","210,866","210,866","12,593","16,900","21,802","27,663","31,151","33,956","33,800","22,198","9,608","1,172","23"
"부산광역시 연제구 거제제1동(2647061000)","27,640","27,640","1,692","3,229","2,871","2,620","4,449","4,992","3,703","2,660","1,278","141","5"
"부산광역시 연제구 거제제2동(2647062000)","24,621","24,621","2,742","3,193","2,177","3,311","4,820","3,814","2,531","1,395","573","63","2"
"부산광역시 연제구 거제제3동(2647063000)","9,084","9,084","287","508","929","918","1,001","1,515","1,709","1,348","775","94","0"
"부산광역시 연제구 거제제4동(2647064000)","9,355","9,355","391","854","922","848","1,258","1,675","1,780","1,066","479","80","2"
